Protocol,Round,NodeID,Energy_mW,Normalized_Energy
Ours,150,0,15.987676482808158,0.7993838241404079
Ours,151,0,15.961249340719267,0.7980624670359633
Ours,152,0,15.934822279105262,0.7967411139552631
Ours,153,0,15.908395297684987,0.7954197648842494
Ours,154,0,15.881968396180813,0.7940984198090406
Ours,155,0,15.855541574318464,0.7927770787159232
Ours,156,0,15.829114831826894,0.7914557415913447
Ours,157,0,15.802688168438257,0.7901344084219128
Ours,158,0,15.776261583887734,0.7888130791943867
Ours,159,0,15.749835077913456,0.7874917538956728
Ours,160,0,15.723408650256403,0.7861704325128201
Ours,161,0,15.696982300660347,0.7848491150330174
Ours,162,0,15.670556028871747,0.7835278014435874
Ours,163,0,15.644129834639642,0.7822064917319821
Ours,164,0,15.617703717715637,0.7808851858857818
Ours,165,0,15.591277677853753,0.7795638838926877
Ours,166,0,15.564851714810448,0.7782425857405224
